callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
JBU419,B6419,a7b832,N597JB,A320,KBOS,KSAN,2020-03-31 22:15:08+00:00,2020-04-01 04:05:16+00:00,2020-04-01 00:00:00+00:00,42.36227416992188,-70.9766110506925,0.0,32.729736328125,-117.17369384765621,53.34
SWA2660,,a28c23,N263WN,B737,KDEN,KPDX,2020-03-31 22:15:09+00:00,2020-04-01 00:45:12+00:00,2020-04-01 00:00:00+00:00,39.818875587592686,-104.64892578125,1828.8,45.57595825195312,-122.547465998952,68.58
FDX9011,,a797d9,N589FE,MD11,,EDDK,2020-03-31 22:15:38+00:00,2020-04-01 06:18:05+00:00,2020-04-01 00:00:00+00:00,36.264146707825745,-89.05418233668547,9144.0,50.881502830376064,7.127685546875,7.62
SWA1436,,abbce5,N8554X,,KHOU,KPHX,2020-03-31 22:15:45+00:00,2020-04-01 00:49:59+00:00,2020-04-01 00:00:00+00:00,29.629289012844282,-95.3067196116728,304.8,33.428878784179695,-112.00814208984372,350.52
AFR459,AF459,3949e9,F-GSPJ,B772,SBGR,LFPG,2020-03-31 22:15:46+00:00,2020-04-01 08:58:42+00:00,2020-04-01 00:00:00+00:00,-23.42238604012186,-46.440327962239564,914.4,49.02425475039724,2.516519646895559,91.44
NKS869,NK869,acb599,N918NK,,KDFW,KLAX,2020-03-31 22:15:48+00:00,2020-04-01 01:29:42+00:00,2020-04-01 00:00:00+00:00,32.90298203290519,-97.03007289341521,304.8,33.938164145259535,-118.3751678466797,76.2
UAL2306,UA2306,aa56b8,N76519,B738,,KORD,2020-03-31 22:16:14+00:00,2020-04-01 00:45:59+00:00,2020-04-01 00:00:00+00:00,28.36953735351562,-81.4672147310697,2438.4,41.97246551513672,-87.91810642589223,
UPS9722,,a0abee,N142UP,A306,KIAH,KMSP,2020-03-31 22:16:25+00:00,2020-04-01 00:36:16+00:00,2020-04-01 00:00:00+00:00,29.99905343783104,-95.36819458007812,304.8,44.89833068847656,-93.25855800083708,365.76
RPA3525,,a85d00,N638RW,E170,KDCA,KIAH,2020-03-31 22:16:34+00:00,2020-04-01 01:12:31+00:00,2020-04-01 00:00:00+00:00,38.874889309123404,-77.04376220703125,304.8,29.977639408434854,-95.2345458984375,358.14
UCA4910,,a05b1a,N12195,E45X,KEWR,KMSN,2020-03-31 22:16:46+00:00,2020-04-01 00:10:50+00:00,2020-04-01 00:00:00+00:00,40.69559388241525,-74.16664123535156,0.0,43.13929541636321,-89.34150695800781,
SWA2606,,abc7a3,N8581Z,,,KMDW,2020-03-31 22:16:50+00:00,2020-04-01 00:08:59+00:00,2020-04-01 00:00:00+00:00,30.39816284179688,-90.50224752987135,6096.0,41.782309322033896,-87.75533986646076,152.4
ENY3416,,a2766f,N258NN,E75L,KRDU,KORD,2020-03-31 22:16:53+00:00,2020-04-01 00:10:13+00:00,2020-04-01 00:00:00+00:00,35.88656616210938,-78.78690719604492,0.0,41.97245193740068,-87.91478534077488,167.64
ACA125,AC125,c05bcf,C-GITY,A321,CYYZ,CYVR,2020-03-31 22:17:19+00:00,2020-04-01 02:47:38+00:00,2020-04-01 00:00:00+00:00,43.68109130859375,-79.59441428960753,304.8,49.18977355957031,-123.0611008864183,388.62
DAL436,,ab4c1d,N827NW,A333,KSEA,KATL,2020-03-31 22:17:25+00:00,2020-04-01 02:04:51+00:00,2020-04-01 00:00:00+00:00,47.457166768736755,-122.3078331580529,0.0,33.63185042041843,-84.40177917480469,426.72
NKS992,NK992,a86671,N640NK,A320,,KORD,2020-03-31 22:17:35+00:00,2020-04-01 00:17:25+00:00,2020-04-01 00:00:00+00:00,30.35467529296875,-90.3336289349724,4876.8,41.97266006469727,-87.91337793523616,
NKS179,NK179,a88429,N648NK,A320,KORD,02XS,2020-03-31 22:17:45+00:00,2020-04-01 00:24:29+00:00,2020-04-01 00:00:00+00:00,41.96878051757812,-87.89280978116122,304.8,30.15925598144531,-97.65671673943014,243.84
AAL1588,AA1588,a8ae3e,N659AW,A320,KPHX,KEWR,2020-03-31 22:18:03+00:00,2020-04-01 02:22:45+00:00,2020-04-01 00:00:00+00:00,33.431024066472446,-112.00550312898599,304.8,40.67836955442267,-74.17381980202414,7.62
SWA2581,,aca3d1,N913WN,B737,KBNA,KDEN,2020-03-31 22:18:15+00:00,2020-04-01 00:46:38+00:00,2020-04-01 00:00:00+00:00,36.12760899430614,-86.68259640957443,0.0,39.91691460043697,-104.659423828125,1996.44
SWA1508,,abd19e,N8603F,B738,KBWI,CO12,2020-03-31 22:18:15+00:00,2020-04-01 01:43:59+00:00,2020-04-01 00:00:00+00:00,39.16379249702065,-76.66217041015625,304.8,40.0089111328125,-104.6854248046875,2339.34
SWA3866,,a5251f,N430WN,B737,,KLAS,2020-03-31 22:18:25+00:00,2020-04-01 02:40:41+00:00,2020-04-01 00:00:00+00:00,40.41915893554688,-80.303955078125,2133.6,36.07365495067532,-115.13724469123999,624.84
DAL1363,,ab2b2c,N819DX,B752,KMSP,KSEA,2020-03-31 22:18:25+00:00,2020-04-01 01:30:11+00:00,2020-04-01 00:00:00+00:00,44.8623915850106,-93.160713009718,914.4,47.45809781349311,-122.31797438401442,91.44
FTH955,,ad4925,N955VR,,KCLE,KVNC,2020-03-31 22:18:29+00:00,2020-04-01 00:20:26+00:00,2020-04-01 00:00:00+00:00,41.42623901367188,-81.80494828657669,1219.2,27.10725402832031,-82.39943018499413,312.42
SWA2052,,a220cb,N236WN,B737,KLGA,KSTL,2020-03-31 22:18:34+00:00,2020-04-01 00:22:41+00:00,2020-04-01 00:00:00+00:00,40.77207920914989,-73.85715137828481,0.0,38.75495910644531,-90.37281865658969,198.12
AAL1838,AA1838,a70c67,N553UW,A321,KORD,KPHX,2020-03-31 22:18:35+00:00,2020-04-01 01:41:29+00:00,2020-04-01 00:00:00+00:00,41.96896362304688,-87.88925170898438,304.8,33.44084658865201,-112.0020839146205,358.14
UAL1599,UA1599,aa73b9,N77261,B738,KRSW,KCLE,2020-03-31 22:18:36+00:00,2020-04-01 00:26:58+00:00,2020-04-01 00:00:00+00:00,26.52859497070312,-81.76724991708431,304.8,41.38229370117188,-81.9012451171875,419.1
DAL1892,DL1892,a47d11,N389DN,,CYYZ,KATL,2020-03-31 22:18:39+00:00,2020-04-01 00:02:54+00:00,2020-04-01 00:00:00+00:00,43.675216416181144,-79.6030752999442,304.8,33.649540270789196,-84.40406799316406,381.0
FDX1351,,aa10c3,N748FD,A306,,KLGB,2020-03-31 22:18:53+00:00,2020-04-01 00:11:08+00:00,2020-04-01 00:00:00+00:00,34.13626098632812,-104.4730859873246,9753.6,33.81587141651218,-118.1490325927734,22.86
JBU828,B6828,aa4252,N760JB,A320,,KEWR,2020-03-31 22:19:05+00:00,2020-04-01 00:15:18+00:00,2020-04-01 00:00:00+00:00,28.339978234242576,-81.1351102941177,2438.4,40.66822116657839,-74.18018687855113,91.44
AAL1543,AA1543,ad8b20,N972AN,B738,KORD,KSAN,2020-03-31 22:19:11+00:00,2020-04-01 02:29:45+00:00,2020-04-01 00:00:00+00:00,41.96905517578125,-87.9030470414595,0.0,32.73294067382812,-117.18720703125,0.0
ASH5832,YV5832,acdcec,N928LR,CRJ9,KTYS,KDFW,2020-03-31 22:19:25+00:00,2020-04-01 00:14:38+00:00,2020-04-01 00:00:00+00:00,35.81478881835938,-83.98584365844727,304.8,32.848159790039055,-97.01010131835938,312.42
AAL2279,AA2279,a0d90c,N154AA,A321,KLAX,FL57,2020-03-31 22:19:26+00:00,2020-04-01 02:13:23+00:00,2020-04-01 00:00:00+00:00,33.93737275721663,-118.4057235717773,0.0,28.62399343716896,-81.42382453469668,1074.42
DOJ136,,a9e8c3,N738A,B737,,KLAS,2020-03-31 22:19:40+00:00,2020-04-01 02:11:52+00:00,2020-04-01 00:00:00+00:00,42.6758795269465,-84.70165163971654,3657.6,36.07365495067532,-115.12281052609708,662.9400000000002
MSQT726,,a4ebb0,N416PA,,KCHD,KCHD,2020-03-31 22:19:47+00:00,2020-04-01 01:35:29+00:00,2020-04-01 00:00:00+00:00,33.26567051774364,-111.81755844427609,304.8,33.275436401367195,-111.8006103515625,396.24
JBU993,B6993,ade609,,,KBOS,60CO,2020-03-31 22:19:53+00:00,2020-04-01 02:20:59+00:00,2020-04-01 00:00:00+00:00,42.36245727539062,-70.97598682750356,304.8,39.9622564800715,-104.6860365434127,2004.06
SWA855,,abdc56,N8630B,B738,KDAL,KBWI,2020-03-31 22:20:10+00:00,2020-04-01 00:43:19+00:00,2020-04-01 00:00:00+00:00,32.848981437036535,-96.86084980867344,304.8,39.17591857910156,-76.71018517535663,167.64
NKS1009,NK1009,acca85,N923NK,,KPHL,KFLL,2020-03-31 22:20:29+00:00,2020-04-01 00:44:56+00:00,2020-04-01 00:00:00+00:00,39.87313842773438,-75.23300170898438,0.0,26.06501692432468,-80.01105088454024,678.1800000000002
JBU1023,B61023,a2fdb2,N292JB,E190,KDCA,,2020-03-31 22:20:43+00:00,2020-04-01 00:08:19+00:00,2020-04-01 00:00:00+00:00,38.87274169921875,-77.04365605893344,304.8,28.81832885742188,-81.05691763070914,2903.22
UAL2244,,a43e7f,N37263,B738,KEWR,KX04,2020-03-31 22:20:55+00:00,2020-04-01 00:49:02+00:00,2020-04-01 00:00:00+00:00,40.695268016750525,-74.16682850230825,0.0,28.71821594238281,-81.52922410231365,1874.52
UAL575,,a0acb6,N14214,B738,KDEN,KLGA,2020-03-31 22:20:59+00:00,2020-04-01 01:30:06+00:00,2020-04-01 00:00:00+00:00,39.8770751953125,-104.5890675420347,2133.6,40.80331576072563,-73.85602777654475,114.3
LBQ783,,a27e94,N26VW,PC12,KLZU,KZPH,2020-03-31 22:21:10+00:00,2020-04-01 01:13:13+00:00,2020-04-01 00:00:00+00:00,33.96890258789062,-83.89883236009246,914.4,28.30448913574219,-82.23572951096753,944.88
UAL2177,,a94b02,N69810,B739,KBOS,KORD,2020-03-31 22:21:19+00:00,2020-04-01 00:34:49+00:00,2020-04-01 00:00:00+00:00,42.36090087890625,-70.98453868519175,0.0,41.97248840332031,-87.91432987559926,
SWA1443,,ad3e16,N952WN,B737,KBWI,KRSW,2020-03-31 22:21:27+00:00,2020-04-01 00:38:45+00:00,2020-04-01 00:00:00+00:00,39.16407181044757,-76.66253662109375,304.8,26.57826232910156,-81.69044926481428,365.76
DAL947,,acc5fb,N922DZ,,KJFK,KPDX,2020-03-31 22:21:42+00:00,2020-04-01 03:54:08+00:00,2020-04-01 00:00:00+00:00,40.65348815917969,-73.76007080078125,304.8,45.571521823689096,-122.5358047485352,114.3
ASH5792,,ad046b,N938LR,CRJ9,KMSN,KDFW,2020-03-31 22:21:42+00:00,2020-04-01 00:12:28+00:00,2020-04-01 00:00:00+00:00,43.13502502441406,-89.34171454851013,0.0,32.84701538085938,-97.01010131835938,327.66
CES707,MU707,780de5,B-5973,A332,,LKPR,2020-03-31 22:21:48+00:00,2020-04-01 04:45:59+00:00,2020-04-01 00:00:00+00:00,53.14896923000529,89.30810367359835,10972.8,50.140903278932726,14.35697813291807,655.3200000000002
NKS1224,,a83ef2,N630NK,A320,KDEN,KFLL,2020-03-31 22:22:08+00:00,2020-04-01 01:32:19+00:00,2020-04-01 00:00:00+00:00,39.87693786621094,-104.6066217837126,1828.8,26.06497192382812,-80.00409971992924,640.08
ASA1405,AS1405,a2d38e,N281VA,A320,,KSEA,2020-03-31 22:22:13+00:00,2020-04-01 02:15:08+00:00,2020-04-01 00:00:00+00:00,35.61515808105469,-98.91014099121094,9448.8,47.45549011230469,-122.31793212890621,76.2
SWA1003,,a5e0d3,N478WN,B737,KRSW,KCMH,2020-03-31 22:22:14+00:00,2020-04-01 00:20:59+00:00,2020-04-01 00:00:00+00:00,26.52644270557468,-81.7699725811298,304.8,39.99760437011719,-82.97918701171875,594.36
SWA1496,,abf3b8,N8698B,B738,KLAX,KMDW,2020-03-31 22:22:36+00:00,2020-04-01 01:39:53+00:00,2020-04-01 00:00:00+00:00,33.94803321967691,-118.4238052368164,0.0,41.78385543823242,-87.7535611932928,137.16
AAL606,AA606,a15516,N185UW,A321,KCLT,KSMF,2020-03-31 22:22:38+00:00,2020-04-01 03:40:29+00:00,2020-04-01 00:00:00+00:00,35.25177519200211,-80.9707576670545,609.6,38.71490478515625,-121.5799613620924,38.1
AAR587,,71bc19,HL7419,B744,PANC,KJFK,2020-03-31 22:22:58+00:00,2020-04-01 04:53:48+00:00,2020-04-01 00:00:00+00:00,61.18428039550781,-150.0059509277344,-304.8,40.66365904727225,-73.74048406427556,160.02
ENY4201,MQ4201,a243cb,N245NN,E75L,KMDT,KORD,2020-03-31 22:23:04+00:00,2020-04-01 00:01:56+00:00,2020-04-01 00:00:00+00:00,40.189058982719814,-76.75173672762787,304.8,41.97245193740068,-87.91714867880177,
QFA613,QF613,7c6de4,,,YBBN,YMML,2020-03-31 22:23:04+00:00,2020-04-01 00:17:40+00:00,2020-04-01 00:00:00+00:00,-27.38946533203125,153.12578309257083,0.0,-37.66273498535156,144.85631415184508,129.54
DPJ804,,aaf204,N804PF,C56X,7PS7,,2020-03-31 22:23:15+00:00,2020-04-01 00:28:41+00:00,2020-04-01 00:00:00+00:00,40.45523071289062,-80.10150146484375,1828.8,27.82506393173994,-80.02076955942005,9204.96
VVLL887,,ae5c6e,,,,WA07,2020-03-31 22:23:23+00:00,2020-04-01 04:11:23+00:00,2020-04-01 00:00:00+00:00,29.24729919433594,-82.91107177734375,8839.2,48.357999122748936,-122.4800672029194,594.36
AAY1518,,a252ae,N249NV,A320,,KPGD,2020-03-31 22:23:38+00:00,2020-04-01 00:58:13+00:00,2020-04-01 00:00:00+00:00,42.97810363769531,-83.52464542832485,2743.2,26.920926368842693,-81.9854736328125,38.1
SWA38,,aa7718,N7734H,B737,KDAL,60CO,2020-03-31 22:23:45+00:00,2020-04-01 00:06:06+00:00,2020-04-01 00:00:00+00:00,32.859329223632805,-96.85892944335941,304.8,39.91658020019531,-104.6595233419667,1996.44
GTI8718,,a60b1e,N489MC,,,PANC,2020-03-31 22:23:49+00:00,2020-04-01 05:17:55+00:00,2020-04-01 00:00:00+00:00,33.065689086914055,129.43526000976559,9753.6,61.1678466796875,-150.0152696881975,-83.82000000000002
AJX802,,872720,,,WSSS,,2020-03-31 22:24:06+00:00,2020-04-01 04:18:47+00:00,2020-04-01 00:00:00+00:00,1.408018985037076,104.0020751953125,304.8,35.308662026615465,140.5298630734708,2240.28
FFT2138,F92138,a406c9,N359FR,,KLAS,KIAH,2020-03-31 22:24:14+00:00,2020-04-01 00:40:19+00:00,2020-04-01 00:00:00+00:00,36.07644808494438,-115.1427962932181,609.6,30.00727844238281,-95.26352826286768,358.14
UPS137,,a3e08d,N349UP,B763,RPLC,ZGSZ,2020-03-31 22:24:17+00:00,2020-04-01 00:13:29+00:00,2020-04-01 00:00:00+00:00,15.216111005362821,120.574460710798,609.6,22.60320631124205,113.8128662109375,129.54
DAL877,DL877,a9a901,N721TW,B752,KJFK,KU42,2020-03-31 22:24:28+00:00,2020-04-01 03:00:39+00:00,2020-04-01 00:00:00+00:00,40.647970943127646,-73.7653905695135,304.8,40.59834625761388,-112.0202844793146,2598.42
SWA236,,abaaa8,N8507C,B738,KBWI,,2020-03-31 22:24:36+00:00,2020-04-01 00:20:16+00:00,2020-04-01 00:00:00+00:00,39.16543579101562,-76.66379182235056,304.8,28.77593994140625,-80.8099365234375,3147.06
N521PD,,a68dee,N521PD,H500,KHHR,KHHR,2020-03-31 22:24:37+00:00,2020-04-01 00:37:59+00:00,2020-04-01 00:00:00+00:00,33.91251386222193,-118.3057594299316,304.8,33.92340087890625,-118.3397378726881,30.48
AAL2364,AA2364,a0e7f4,N158AN,A321,KORD,KLAX,2020-03-31 22:24:46+00:00,2020-04-01 02:32:56+00:00,2020-04-01 00:00:00+00:00,41.96896362304688,-87.888315374201,304.8,33.937545776367195,-118.38132897201851,53.34
HGT1506,,a471ac,N386AZ,E45X,KIWA,KSJC,2020-03-31 22:25:04+00:00,2020-04-01 00:01:06+00:00,2020-04-01 00:00:00+00:00,33.31664521815413,-111.65999431999359,304.8,37.354167356329455,-121.9205375339674,-7.62
ECF,,7c148d,,,YMAY,YMAY,2020-03-31 22:25:08+00:00,2020-04-01 01:53:19+00:00,2020-04-01 00:00:00+00:00,-36.067044532905186,146.9569234645113,0.0,-36.06709108514303,146.9565143991024,91.44
AFR6704,,3965b1,F-GZNR,B77W,KIAH,LFPG,2020-03-31 22:25:14+00:00,2020-04-01 12:55:46+00:00,2020-04-01 00:00:00+00:00,29.989836094743108,-95.36632690429684,304.8,49.01971435546875,2.496361365685096,137.16
UPS109,,a382b3,N325UP,B763,PANC,KSDF,2020-03-31 22:25:18+00:00,2020-04-01 04:24:16+00:00,2020-04-01 00:00:00+00:00,61.18495617882679,-150.00630696614581,-304.8,38.1283310712394,-85.7296023161515,312.42
N659T,,a8afd2,N659T,,,KLAS,2020-03-31 22:25:41+00:00,2020-04-01 00:40:17+00:00,2020-04-01 00:00:00+00:00,34.36984304654396,-117.5543975830078,2133.6,36.07365417480469,-115.13792037963871,655.3200000000002
EPA6213,DZ6213,780315,B-5313,B738,ZGSZ,ZUCK,2020-03-31 22:25:43+00:00,2020-04-01 00:10:57+00:00,2020-04-01 00:00:00+00:00,22.674757100768012,113.79013061523442,304.8,29.596655894134003,106.6033037971048,1028.7
OXF346,,a54d26,N4401P,,KFFZ,KFFZ,2020-03-31 22:25:46+00:00,2020-04-01 00:47:18+00:00,2020-04-01 00:00:00+00:00,33.461701991194374,-111.7254638671875,304.8,33.46258648371293,-111.72417465521359,434.34
CKS248,,a95c38,N702CK,,VHHH,OBBI,2020-03-31 22:25:57+00:00,2020-04-01 07:01:46+00:00,2020-04-01 00:00:00+00:00,22.29917364605403,113.907216389974,0.0,26.27133178710938,50.63277334537147,-15.24
UAL1868,,ac15d1,N878UA,,KDEN,KORD,2020-03-31 22:26:18+00:00,2020-04-01 00:18:25+00:00,2020-04-01 00:00:00+00:00,39.87698364257812,-104.5929485818614,2133.6,41.97248685157905,-87.91413063226742,
JBU1534,B61534,a69894,N524JB,A320,KTPA,K4B8,2020-03-31 22:26:23+00:00,2020-04-01 00:37:08+00:00,2020-04-01 00:00:00+00:00,27.93934967558263,-82.54604563993564,609.6,41.64637678760593,-72.83105184865553,1752.6
SWA2667,,abc780,N8580Z,,KMKE,KLAS,2020-03-31 22:26:52+00:00,2020-04-01 01:59:47+00:00,2020-04-01 00:00:00+00:00,42.975536281779654,-87.90939331054688,914.4,36.07365495067532,-115.13619280876001,640.08
JBU2290,B62290,a85887,N637JB,A320,TJIG,KEWR,2020-03-31 22:27:03+00:00,2020-04-01 02:11:48+00:00,2020-04-01 00:00:00+00:00,18.57106018066406,-66.06373378208707,1828.8,40.67756652832031,-74.17425537109375,7.62
SKW5891,OO5891,a5287a,N431SW,CRJ2,,KORD,2020-03-31 22:27:09+00:00,2020-04-01 00:06:28+00:00,2020-04-01 00:00:00+00:00,49.59585571289062,-96.65569104646386,5181.6,41.98388051178495,-87.93112111646076,251.46
N850DK,,aba7ad,N850DK,TBM8,77TS,KTDF,2020-03-31 22:27:12+00:00,2020-04-01 01:39:55+00:00,2020-04-01 00:00:00+00:00,29.7677353681144,-98.03375244140624,914.4,36.24078369140625,-79.05418395996094,632.46
CLX96Z,,4d012f,,,KORD,ELLX,2020-03-31 22:27:23+00:00,2020-04-01 06:06:24+00:00,2020-04-01 00:00:00+00:00,41.96905517578125,-87.90616815740412,0.0,49.63102340698242,6.220899883069491,297.18
AAL436,AA436,a6f00d,N546UW,A321,KPHL,KSEA,2020-03-31 22:27:28+00:00,2020-04-01 03:58:05+00:00,2020-04-01 00:00:00+00:00,39.87492370605469,-75.22535904594088,0.0,47.45511847027277,-122.31797438401442,83.82000000000002
ASA1469,AS1469,a22642,N238AK,B739,KBNA,KSEA,2020-03-31 22:27:39+00:00,2020-04-01 03:07:17+00:00,2020-04-01 00:00:00+00:00,36.12922668457031,-86.68195724487305,0.0,47.45628227621821,-122.31797438401442,76.2
ABW453,,4243fe,VQ-BFE,B748,,EHAM,2020-03-31 22:27:39+00:00,2020-04-01 05:06:58+00:00,2020-04-01 00:00:00+00:00,56.35203552246094,87.99849076704545,9753.6,52.30256808006157,4.775442940848214,
SWA979,,a508c5,N423WN,B737,KLGA,KMCI,2020-03-31 22:27:42+00:00,2020-04-01 01:02:26+00:00,2020-04-01 00:00:00+00:00,40.76811218261719,-73.84991455078125,0.0,39.32341003417969,-94.72041917883831,312.42
JBU92,B692,ab6800,N834JB,A320,KTPA,KBOS,2020-03-31 22:27:45+00:00,2020-04-01 00:43:37+00:00,2020-04-01 00:00:00+00:00,27.94335316803496,-82.54469927619488,609.6,42.34748840332031,-71.01350264115769,30.48
HYT9067,,7bd01b,B-2851,B752,ZGSZ,,2020-03-31 22:27:47+00:00,2020-04-01 05:10:22+00:00,2020-04-01 00:00:00+00:00,22.649153369968218,113.80488077799481,0.0,22.89646911621094,85.13210782137784,9753.6
NZM933,,c82836,,,NZHN,NZCH,2020-03-31 22:28:06+00:00,2020-04-01 00:37:19+00:00,2020-04-01 00:00:00+00:00,-37.958880925582655,175.3275862984035,1219.2,-43.47345901747883,172.54996163504458,0.0
TVS415P,,49d283,OK-TVY,B738,CYUL,KORD,2020-03-31 22:28:09+00:00,2020-04-01 00:15:25+00:00,2020-04-01 00:00:00+00:00,45.4716796875,-73.72310093470982,0.0,41.98388051178495,-87.9362310365189,259.08
DAL368,DL368,aa7833,N774DE,B738,,KATL,2020-03-31 22:28:12+00:00,2020-04-01 00:14:05+00:00,2020-04-01 00:00:00+00:00,24.63521149198888,-96.23277196344341,11887.2,33.63180386818061,-84.40990447998047,396.24
LXJ349,,a3df50,N349FX,E55P,KCLT,KDAL,2020-03-31 22:28:14+00:00,2020-04-01 01:04:15+00:00,2020-04-01 00:00:00+00:00,35.248982057733045,-80.92985112616356,914.4,32.8326416015625,-96.82828319316008,213.36
NKS317,NK317,a887e0,N649NK,A320,,FL57,2020-03-31 22:28:20+00:00,2020-04-01 00:12:11+00:00,2020-04-01 00:00:00+00:00,39.65675354003906,-86.19747659434445,3048.0,28.73089599609375,-81.41096261831427,1836.42
ASA932,AS932,a602ab,N487AS,B739,KSEA,KPHX,2020-03-31 22:28:21+00:00,2020-04-01 00:44:17+00:00,2020-04-01 00:00:00+00:00,47.43937683105469,-122.30797576904301,0.0,33.44082641601562,-112.00237426757809,342.9
ASA999,AS999,abb459,N853VA,A320,KSJC,KSEA,2020-03-31 22:28:22+00:00,2020-04-01 00:10:59+00:00,2020-04-01 00:00:00+00:00,37.36561920683263,-121.9298520295516,0.0,47.46047197762182,-122.31790395883421,91.44
UPS953,,a57f11,N453UP,B752,KBFI,KOAK,2020-03-31 22:28:26+00:00,2020-04-01 02:15:52+00:00,2020-04-01 00:00:00+00:00,47.53431701660156,-122.30612182617192,-304.8,37.70416259765625,-122.2183422332114,-38.1
TAM8181,JJ8181,e4818b,PT-MUC,B77W,KJFK,SBGR,2020-03-31 22:28:42+00:00,2020-04-01 07:12:50+00:00,2020-04-01 00:00:00+00:00,40.65618896484375,-73.75927734375,0.0,-23.43658447265625,-46.491993297230074,784.86
AZU9352,,e49443,,,,SBKP,2020-03-31 22:28:43+00:00,2020-04-01 01:04:07+00:00,2020-04-01 00:00:00+00:00,-8.456772626456598,-35.39198250606142,4876.8,-23.001600362486784,-47.14263916015625,617.22
SWA2003,,abc012,N8560Z,,KATL,KPHX,2020-03-31 22:28:48+00:00,2020-04-01 02:29:29+00:00,2020-04-01 00:00:00+00:00,33.64682006835938,-84.43110874720982,304.8,33.44084658865201,-112.0027004942602,342.9
AAL2403,AA2403,ac5920,N895NN,B738,KDFW,KATL,2020-03-31 22:28:55+00:00,2020-04-01 00:01:53+00:00,2020-04-01 00:00:00+00:00,32.91527182368909,-97.02956841916456,304.8,33.63180541992188,-84.40610924545598,419.1
N236MM,,a21fe9,N236MM,,KCNO,KPRC,2020-03-31 22:29:04+00:00,2020-04-01 00:04:58+00:00,2020-04-01 00:00:00+00:00,33.95526123046875,-117.59541414221941,609.6,34.672479144597446,-112.40175247192379,1607.82
N993SD,,addf5c,N993SD,AS50,KHMT,KHMT,2020-03-31 22:29:27+00:00,2020-04-01 00:25:35+00:00,2020-04-01 00:00:00+00:00,33.728759765625,-117.0291698222258,304.8,33.73077392578125,-117.0245361328125,457.2
GTI3703,5Y3703,a8c006,N663GT,,KSCK,KIAH,2020-03-31 22:29:39+00:00,2020-04-01 01:21:23+00:00,2020-04-01 00:00:00+00:00,37.89152526855469,-121.2331958527261,-304.8,30.00729318392479,-95.26668090820313,342.9
ATN3426,,a3afe8,N337AZ,B763,KABE,KSMF,2020-03-31 22:29:40+00:00,2020-04-01 03:53:56+00:00,2020-04-01 00:00:00+00:00,40.66378784179688,-75.42279052734375,304.8,38.71069956634004,-121.60101318359379,30.48
SKW5711,,a01180,N103SY,E75L,KGRR,KIAH,2020-03-31 22:29:47+00:00,2020-04-01 01:02:29+00:00,2020-04-01 00:00:00+00:00,42.88059997558594,-85.50671954487645,304.8,30.00709533691406,-95.26616713579966,342.9
JBU2,B62,a8299a,N625JB,A320,KFLL,KJFK,2020-03-31 22:30:10+00:00,2020-04-01 00:33:29+00:00,2020-04-01 00:00:00+00:00,26.06913757324219,-80.16977562094633,304.8,40.60500322762182,-73.79878651012075,129.54
SWA1073,,abf2c2,N8691A,B738,KCLT,KEFD,2020-03-31 22:30:11+00:00,2020-04-01 00:55:59+00:00,2020-04-01 00:00:00+00:00,35.257082147113344,-80.98180243309507,914.4,29.584785073490465,-95.20725025850183,434.34
SWA693,,a9fb9d,N742SW,B737,KMCI,KLAS,2020-03-31 22:30:13+00:00,2020-04-01 01:20:45+00:00,2020-04-01 00:00:00+00:00,39.30815098649364,-94.72491455078124,304.8,36.07365495067532,-115.1371278154089,624.84
UAL2225,UA2225,a5adf1,N465UA,A320,KAUS,KORD,2020-03-31 22:30:33+00:00,2020-04-01 00:38:59+00:00,2020-04-01 00:00:00+00:00,30.21070861816406,-97.67971263212314,304.8,41.97246357546014,-87.91658978129543,
UAL2189,,a8fc72,N67845,B739,KPHX,KSFO,2020-03-31 22:30:46+00:00,2020-04-01 00:08:25+00:00,2020-04-01 00:00:00+00:00,33.44110107421875,-112.02676391601558,304.8,37.612439171742594,-122.3599906589674,-53.34
UAL291,,a2b0cd,N27239,B738,KIAD,KSMF,2020-03-31 22:30:57+00:00,2020-04-01 03:59:53+00:00,2020-04-01 00:00:00+00:00,38.939166311490325,-77.45852661132812,0.0,38.71339416503906,-121.5799613620924,38.1
UAL1677,,a2c35b,N27734,B737,KSNA,KIAH,2020-03-31 22:30:59+00:00,2020-04-01 01:02:06+00:00,2020-04-01 00:00:00+00:00,33.66448974609375,-117.87595787826851,0.0,29.97761535644531,-95.20757338579966,518.1600000000002
N358TV,,a40442,N358TV,AS50,KWHP,KBUR,2020-03-31 22:31:14+00:00,2020-04-01 00:54:26+00:00,2020-04-01 00:00:00+00:00,34.25718663102489,-118.42981338500981,304.8,34.18743896484375,-118.37757344148599,396.24
UAL2462,,a43ea2,N37273,B738,CYYZ,KSFO,2020-03-31 22:31:17+00:00,2020-04-01 03:42:51+00:00,2020-04-01 00:00:00+00:00,43.67559814453125,-79.60233466569764,304.8,37.61318400754767,-122.3617819081182,-45.72
UAL1279,,a0e6c6,N15712,B737,KIAD,KMIA,2020-03-31 22:31:25+00:00,2020-04-01 00:54:22+00:00,2020-04-01 00:00:00+00:00,38.94043350219727,-77.45730026908541,0.0,25.7919880495233,-80.17107117850826,563.88
