callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
ASA64,,a87428,N644AS,B737,PANC,KSEA,2020-03-31 19:21:46+00:00,2020-04-01 03:10:49+00:00,2020-04-01 00:00:00+00:00,61.18089294433594,-150.0039890834263,-304.8,47.45786505230402,-122.31790395883421,76.2
N208EE,,a1b024,N208EE,C208,KATL,KSTL,2020-03-31 19:22:11+00:00,2020-04-01 00:24:54+00:00,2020-04-01 00:00:00+00:00,33.646747136520126,-84.41951751708984,304.8,38.76219177246094,-90.41455476180369,213.36
CKS363,K4363,aa0559,N745CK,B744,,KLAX,2020-03-31 19:22:33+00:00,2020-04-01 00:27:24+00:00,2020-04-01 00:00:00+00:00,28.351709398172673,-81.4592069738052,1828.8,33.937728881835945,-118.3793671277105,53.34
GTI549,,a4e7c9,N415MC,B744,KJFK,RKSI,2020-03-31 19:23:26+00:00,2020-04-01 10:08:27+00:00,2020-04-01 00:00:00+00:00,40.65704862950211,-73.75777504660869,304.8,37.322465282375525,126.5835173233696,990.6
AAR201,OZ201,71c078,HL8078,A359,KLAX,RKSI,2020-03-31 19:23:33+00:00,2020-04-01 08:12:40+00:00,2020-04-01 00:00:00+00:00,33.93695378707627,-118.4085845947266,0.0,37.31826782226562,126.58721923828121,1036.32
N911CX,,ac9aaa,N911CX,BE9L,KDTO,KDVT,2020-03-31 19:24:37+00:00,2020-04-01 00:27:16+00:00,2020-04-01 00:00:00+00:00,33.20938886222193,-97.19783860809946,0.0,33.68911743164062,-112.099167181521,518.1600000000002
DAL419,,ab14d9,N813DN,B739,KJFK,KLAS,2020-03-31 19:25:38+00:00,2020-04-01 00:42:47+00:00,2020-04-01 00:00:00+00:00,40.65847778320312,-73.75714111328125,0.0,36.07365417480469,-115.1380348205566,632.46
FDX5225,FX5225,ab87c8,N842FD,B77L,EDDK,,2020-03-31 19:26:06+00:00,2020-04-01 04:02:52+00:00,2020-04-01 00:00:00+00:00,50.87306213378906,7.139851338154561,0.0,36.27490027476165,-88.75398676446144,8831.58
QTR8344,,06a1eb,,,OTHH,VHHH,2020-03-31 19:26:24+00:00,2020-04-01 02:11:44+00:00,2020-04-01 00:00:00+00:00,25.26388549804688,51.60166422526042,-304.8,22.300756422139827,113.912099202474,-30.48
ROU1733,RV1733,c04052,C-FYJH,A319,,CYYZ,2020-03-31 19:27:14+00:00,2020-04-01 00:29:37+00:00,2020-04-01 00:00:00+00:00,12.921364994372349,-62.243234734786206,6705.6,43.65303039550781,-79.6351659020712,220.98
QTR8224,,06a2df,,,EDDF,OTHH,2020-03-31 19:27:22+00:00,2020-04-01 00:48:42+00:00,2020-04-01 00:00:00+00:00,50.03440339686507,8.544078517604518,-304.8,25.259011478747354,51.62522226009728,-22.86
UPS2938,5X2938,a56ddc,N449UP,B752,KSDF,KFAT,2020-03-31 19:28:39+00:00,2020-04-01 00:00:10+00:00,2020-04-01 00:00:00+00:00,38.20123187566207,-85.75414242951769,609.6,36.75645446777344,-119.6819114685059,205.74
CAO1041,,780bb7,B-2096,B77L,RCTP,EDDF,2020-03-31 19:28:45+00:00,2020-04-01 12:04:26+00:00,2020-04-01 00:00:00+00:00,25.06617736816406,121.23031616210942,0.0,50.03113174438477,8.563589798776729,
ANA7,NH7,869144,JA781A,B77W,KSFO,,2020-03-31 19:29:53+00:00,2020-04-01 05:54:03+00:00,2020-04-01 00:00:00+00:00,37.61658232090836,-122.3699022376019,-304.8,35.56869506835938,140.9396553039551,1920.24
UPS2940,5X2940,a33b23,N307UP,B763,,KMHR,2020-03-31 19:30:25+00:00,2020-04-01 00:24:29+00:00,2020-04-01 00:00:00+00:00,34.32284545898438,-81.53200733418367,6400.8,38.57615661621094,-121.25908893087629,144.78
N8179Q,,ab26ff,N8179Q,,,ID79,2020-03-31 19:30:45+00:00,2020-04-01 01:04:28+00:00,2020-04-01 00:00:00+00:00,35.523547156382406,-105.894703966506,2438.4,43.49674987792969,-116.59144911655159,1371.6
MMD6780,,45d92b,OY-VIK,FA7X,EGLF,RKSS,2020-03-31 19:31:18+00:00,2020-04-01 05:59:43+00:00,2020-04-01 00:00:00+00:00,51.283248642743644,-0.7540130615234375,0.0,37.53062438964844,126.82850939162229,167.64
AHO671D,,3c0c0c,,,EDDN,,2020-03-31 19:32:29+00:00,2020-04-01 01:12:26+00:00,2020-04-01 00:00:00+00:00,49.49862670898438,11.078772293893909,0.0,24.97682189941406,55.470530192057296,11681.46
S73042,,4243cb,VQ-BVK,B738,UUDD,UUDD,2020-03-31 19:32:33+00:00,2020-04-01 07:12:12+00:00,2020-04-01 00:00:00+00:00,55.42062533103813,37.87320223721591,304.8,55.38240594378972,37.91872891512784,304.8
RADI304,,3b7779,737,C135,LFMI,LFMI,2020-03-31 19:33:48+00:00,2020-04-01 01:12:04+00:00,2020-04-01 00:00:00+00:00,43.61485290527344,4.85576540924782,304.8,43.609391551906775,4.778398786272321,472.44
GEC8177,,3c7069,D-ALCI,MD11,KATL,EDDF,2020-03-31 19:34:13+00:00,2020-04-01 03:44:27+00:00,2020-04-01 00:00:00+00:00,33.634597778320305,-84.44383270886482,609.6,50.04408626233117,8.568463712125213,22.86
RADN302,,3b777e,472,C135,LFMI,LFMI,2020-03-31 19:35:51+00:00,2020-04-01 00:49:15+00:00,2020-04-01 00:00:00+00:00,43.60715704449152,4.867793491908482,609.6,43.59480285644531,4.9053955078125,457.2
SWA4685,,abe056,N8642E,B738,KBWI,KSAN,2020-03-31 19:36:39+00:00,2020-04-01 01:01:56+00:00,2020-04-01 00:00:00+00:00,39.160021765757406,-76.66143798828125,304.8,32.73148358878443,-117.1811847297513,15.24
DAL2288,DL2288,a97dcb,N710TW,B752,KSAN,KJFK,2020-03-31 19:37:15+00:00,2020-04-01 00:06:21+00:00,2020-04-01 00:00:00+00:00,32.7352294921875,-117.19638061523442,0.0,40.6058349609375,-73.78570556640625,152.4
NCR831,,ad3c48,N952CA,B744,,PANC,2020-03-31 19:38:27+00:00,2020-04-01 02:26:08+00:00,2020-04-01 00:00:00+00:00,33.148126117253696,130.0311528419962,10058.4,61.1678466796875,-150.0124250139509,-76.2
UPS214,5X214,a762cc,N575UP,B744,EDDK,07KY,2020-03-31 19:38:35+00:00,2020-04-01 03:58:48+00:00,2020-04-01 00:00:00+00:00,50.86753715903071,7.1478271484375,-304.8,38.11282917604608,-85.72452711022419,434.34
KLM809,,4851b3,PH-BVP,B77W,EHAM,WMKK,2020-03-31 19:38:46+00:00,2020-04-01 07:35:29+00:00,2020-04-01 00:00:00+00:00,52.3137755313162,4.765672956194198,-304.8,2.6781502416578387,101.74178024818158,304.8
SWA501,,aa7b33,N7747C,B737,KBWI,KLAS,2020-03-31 19:39:07+00:00,2020-04-01 00:30:34+00:00,2020-04-01 00:00:00+00:00,39.15390014648438,-76.65626857591712,304.8,36.07370150291313,-115.13718625332451,617.22
78837,,1d33f5,,,UNNT,,2020-03-31 19:39:36+00:00,2020-04-01 02:01:26+00:00,2020-04-01 00:00:00+00:00,54.9371337890625,82.53939460305605,914.4,51.81358337402344,127.86853687183279,6111.240000000002
TVS5J,,49d2e4,OK-JRT,C680,KMIA,LKPR,2020-03-31 19:40:28+00:00,2020-04-01 06:39:50+00:00,2020-04-01 00:00:00+00:00,25.79914855957031,-80.33574422200519,609.6,50.13308250297935,14.19337092219172,548.64
RCH288,,ae0802,98-0056,C17,,PAED,2020-03-31 19:40:39+00:00,2020-04-01 03:45:37+00:00,2020-04-01 00:00:00+00:00,34.63623046875,-117.68190344985649,3352.8,61.25019836425781,-149.8261478969029,-60.96
QTR8187,,06a1e7,,,EHAM,KJFK,2020-03-31 19:40:57+00:00,2020-04-01 02:47:48+00:00,2020-04-01 00:00:00+00:00,52.29980850219727,4.7493553161621085,-304.8,40.685352390095346,-73.72350519353694,259.08
SIA7343,,76ccc9,9V-SFI,B744,EHAM,OMSJ,2020-03-31 19:41:28+00:00,2020-04-01 02:19:43+00:00,2020-04-01 00:00:00+00:00,52.30295213602357,4.7435629708426355,-304.8,25.33145141601562,55.516916910807296,15.24
TAM8071,,e49249,PR-XTC,A359,EDDF,SBGR,2020-03-31 19:41:49+00:00,2020-04-01 07:49:50+00:00,2020-04-01 00:00:00+00:00,50.04558563232422,8.568920336271587,-304.8,-23.4364013671875,-46.4912941672585,777.24
ABW302,,4243e3,VQ-BWW,B744,EHBK,OMDB,2020-03-31 19:42:04+00:00,2020-04-01 01:45:48+00:00,2020-04-01 00:00:00+00:00,50.91883772510593,5.777435302734375,0.0,25.25432134078721,55.36535443000074,7.62
RIFIFI30,,3b75a8,,,LFMI,LFMI,2020-03-31 19:42:38+00:00,2020-04-01 01:01:52+00:00,2020-04-01 00:00:00+00:00,43.61670025324417,4.8546491350446415,914.4,43.60601806640625,4.864771643350291,472.44
KAL902,KE902,71c275,HL8275,B77W,LFPG,RKSI,2020-03-31 19:43:49+00:00,2020-04-01 05:49:34+00:00,2020-04-01 00:00:00+00:00,49.02392888473252,2.574920654296875,0.0,37.31222379005561,126.5921153192935,1066.8
VJT878,,4d20f7,9H-VJO,GL6T,KSFO,PANC,2020-03-31 19:43:49+00:00,2020-04-01 00:05:09+00:00,2020-04-01 00:00:00+00:00,37.615744380627646,-122.37485802691921,-304.8,61.16791805978549,-150.0259399414062,-76.2
FDX5391,,ac34a0,N886FD,B77L,RJBB,KOAK,2020-03-31 19:44:54+00:00,2020-04-01 05:18:47+00:00,2020-04-01 00:00:00+00:00,34.463971671411535,135.25102615356448,304.8,37.70924377441406,-122.225939162234,-45.72
CAO1049,,780d8f,B-2094,B77L,,PANC,2020-03-31 19:44:55+00:00,2020-04-01 02:40:35+00:00,2020-04-01 00:00:00+00:00,33.741531372070305,129.74690962810908,9448.8,61.1678466796875,-150.0116402762277,-114.3
UAL2102,,a76f6c,N57868,B753,KORD,KSFO,2020-03-31 19:46:11+00:00,2020-04-01 00:03:46+00:00,2020-04-01 00:00:00+00:00,41.96903034792108,-87.90493277616275,0.0,37.61366271972656,-122.3574244722407,-38.1
UPS65,,a771a8,N579UP,B744,PANC,EDDK,2020-03-31 19:46:35+00:00,2020-04-01 04:01:24+00:00,2020-04-01 00:00:00+00:00,61.185095835540245,-150.0064086914062,-304.8,50.88153076171875,7.127528834987332,0.0
UPS2,5X2,a7fbb3,N613UP,,EDDK,VHHH,2020-03-31 19:46:46+00:00,2020-04-01 06:49:53+00:00,2020-04-01 00:00:00+00:00,50.86665344238281,7.149130331503378,-304.8,22.30110168457031,113.9130415482955,0.0
DAL2610,DL2610,a8def1,N6706Q,B752,KMSP,KPHX,2020-03-31 19:47:55+00:00,2020-04-01 04:30:17+00:00,2020-04-01 00:00:00+00:00,44.873424465373404,-93.19728944359751,609.6,33.44082641601562,-111.99677124023441,365.76
DAL1092,DL1092,aaf4c8,N805DN,B739,KDTW,KSEA,2020-03-31 19:48:25+00:00,2020-04-01 00:22:22+00:00,2020-04-01 00:00:00+00:00,42.34307757878707,-83.37351954260537,1524.0,47.45736694335938,-122.31800079345699,83.82000000000002
ACA007,,c0293e,C-FPQB,B789,CYVR,VHHH,2020-03-31 19:49:12+00:00,2020-04-01 09:28:48+00:00,2020-04-01 00:00:00+00:00,49.18180847167969,-123.13258244441109,304.8,22.3128662109375,113.90390292080971,0.0
QTR3452,,06a123,,,EDDF,OTHH,2020-03-31 19:49:28+00:00,2020-04-01 01:18:55+00:00,2020-04-01 00:00:00+00:00,50.04631805419922,8.572949861225329,-304.8,25.259477001125532,51.625014970887385,-7.62
DAL1885,DL1885,a6dd76,N541US,B752,KDTW,KLAX,2020-03-31 19:49:38+00:00,2020-04-01 00:11:41+00:00,2020-04-01 00:00:00+00:00,42.31704711914062,-83.3635087446733,1828.8,33.9527349956965,-118.3955955505371,68.58
QFA7581,,abbe4a,N856GT,B748,YMML,VTBS,2020-03-31 19:49:38+00:00,2020-04-01 04:24:36+00:00,2020-04-01 00:00:00+00:00,-37.65257263183594,144.8349843126662,0.0,13.75950622558594,100.758030332368,350.52
TUP9687,,14fa20,RA-64032,T204,,,2020-03-31 19:50:26+00:00,2020-04-01 01:00:50+00:00,2020-04-01 00:00:00+00:00,56.903500314486216,61.068745274697584,2133.6,49.73249816894531,132.6398186934622,10668.0
DAL446,,a0d1f3,N152DL,B763,KLAX,KJFK,2020-03-31 19:50:45+00:00,2020-04-01 00:23:20+00:00,2020-04-01 00:00:00+00:00,33.94729614257812,-118.42858139349491,0.0,40.60285949707031,-73.7879638671875,144.78
CLX9763,,4d0103,LX-VCA,B748,UNNT,PANC,2020-03-31 19:53:03+00:00,2020-04-01 10:54:14+00:00,2020-04-01 00:00:00+00:00,54.95457458496094,82.68165139590992,609.6,61.1678466796875,-150.01105172293532,-91.44
SKW6002,,a08bb4,N134SY,E75L,KDEN,60CO,2020-03-31 19:53:57+00:00,2020-04-01 00:59:54+00:00,2020-04-01 00:00:00+00:00,39.84149997517214,-104.73321533203121,1828.8,39.959184032375525,-104.66000643643471,2156.46
CKS978,K4978,a97639,N709CK,,EBMB,KCVG,2020-03-31 19:54:27+00:00,2020-04-01 03:50:27+00:00,2020-04-01 00:00:00+00:00,50.908058166503906,4.493575225005278,-304.8,39.04641723632812,-84.74119103473163,502.92
N78EE,,aa8e96,N78EE,,KMRJ,KMRJ,2020-03-31 19:55:15+00:00,2020-04-01 00:04:23+00:00,2020-04-01 00:00:00+00:00,42.89341735839844,-90.26475773301235,609.6,42.80694580078125,-90.32266096635298,929.64
KLM855,KL855,485343,PH-BHI,B789,EHAM,RKSI,2020-03-31 19:55:26+00:00,2020-04-01 05:34:43+00:00,2020-04-01 00:00:00+00:00,52.3140315686242,4.764083862304688,-304.8,37.313061730336344,126.5923541525136,1089.66
AAL726,AA726,a2ebca,N288AY,A332,KPHL,KLAX,2020-03-31 19:56:19+00:00,2020-04-01 01:13:26+00:00,2020-04-01 00:00:00+00:00,39.87483137744968,-75.225341796875,0.0,33.94061279296875,-118.3724165935905,83.82000000000002
UPS2966,5X2966,a2ed83,N288UP,MD11,KSDF,,2020-03-31 19:56:23+00:00,2020-04-01 00:13:48+00:00,2020-04-01 00:00:00+00:00,38.195068359375,-85.75173885264292,304.8,37.157670360500525,-124.1721377165421,9768.84
DAL2477,DL2477,a471ec,N386DN,,KYIP,KSAN,2020-03-31 19:57:29+00:00,2020-04-01 00:31:28+00:00,2020-04-01 00:00:00+00:00,42.34205342955508,-83.41471827307412,1828.8,32.72883011122881,-117.1700862962372,68.58
UPS2274,5X2274,a05cf0,N122UP,A306,KONT,KRDU,2020-03-31 19:57:50+00:00,2020-04-01 00:05:53+00:00,2020-04-01 00:00:00+00:00,34.04827880859375,-117.64434814453121,609.6,35.87217686539989,-78.80481476479389,213.36
ACA967,AC967,c051e2,C-GFAF,A333,TBPB,CYYZ,2020-03-31 19:57:56+00:00,2020-04-01 01:15:36+00:00,2020-04-01 00:00:00+00:00,13.17828679488877,-59.54156172902958,1219.2,43.657852431475106,-79.62805611746654,175.26
SWA2343,,a19f29,N203WN,B737,KCMH,KLAS,2020-03-31 19:58:03+00:00,2020-04-01 00:08:47+00:00,2020-04-01 00:00:00+00:00,39.98895263671875,-82.85296630859375,609.6,36.07365495067532,-115.13642656042221,617.22
DAL460,DL460,a96577,N704X,B752,KJFK,KSLC,2020-03-31 19:58:06+00:00,2020-04-01 00:34:05+00:00,2020-04-01 00:00:00+00:00,40.650112346067274,-73.763954856179,304.8,40.83100891113281,-112.10113525390621,3307.08
SWA496,,a5468e,N439WN,B737,TJIG,KMDW,2020-03-31 19:59:05+00:00,2020-04-01 00:41:23+00:00,2020-04-01 00:00:00+00:00,18.56826782226562,-66.07403346470426,1828.8,41.78712747864804,-87.74925586789152,
AAR796,OZ796,71bc17,HL7417,B744,EDDF,RKSI,2020-03-31 19:59:45+00:00,2020-04-01 05:41:59+00:00,2020-04-01 00:00:00+00:00,50.02967834472656,8.56941016944679,-304.8,37.31941223144531,126.5860504799701,1013.46
CMB543,,ab4ea9,N828AX,B772,KAFW,,2020-03-31 19:59:51+00:00,2020-04-01 06:48:29+00:00,2020-04-01 00:00:00+00:00,33.02853341829979,-97.32519033003824,304.8,43.0891702942929,23.3076913016183,4488.18
N408ZW,,a4ccad,N408ZW,,KCAV,5TX0,2020-03-31 20:01:34+00:00,2020-04-01 00:02:08+00:00,2020-04-01 00:00:00+00:00,42.69566345214844,-93.76150651411577,914.4,33.161819458007805,-97.04981689453128,220.98
UPS238,5X238,a324d9,N301UP,B763,EGSS,KSDF,2020-03-31 20:03:40+00:00,2020-04-01 03:58:14+00:00,2020-04-01 00:00:00+00:00,51.895876092425844,0.2511945452008928,0.0,38.151420981197035,-85.71909365446669,243.84
SKW5558,,a10d56,N167SY,E75L,KDFW,KSFO,2020-03-31 20:03:52+00:00,2020-04-01 00:09:04+00:00,2020-04-01 00:00:00+00:00,32.90349410752118,-97.02973657724806,304.8,37.61485290527344,-122.3601710542719,-53.34
WJA711,WS711,c080e0,C-GWUX,B738,CYYZ,CYVR,2020-03-31 20:04:33+00:00,2020-04-01 00:33:33+00:00,2020-04-01 00:00:00+00:00,43.67912292480469,-79.59767186364463,304.8,49.18723413499735,-123.0459353798314,449.58
FDX3747,FX3747,a8bc29,N662FE,A306,KEYE,KOAK,2020-03-31 20:04:37+00:00,2020-04-01 00:18:08+00:00,2020-04-01 00:00:00+00:00,39.81880187988281,-86.24183986497962,1828.8,37.70819712493379,-122.2243333899457,22.86
SKW3357,OO3357,a4ae48,N400SY,,KDAL,KPDX,2020-03-31 20:05:10+00:00,2020-04-01 00:07:54+00:00,2020-04-01 00:00:00+00:00,32.850424556408896,-96.8628116529815,304.8,45.56515502929688,-122.5446524271151,137.16
ABD4410,,4cc52a,,,EGCN,KJFK,2020-03-31 20:05:17+00:00,2020-04-01 02:46:17+00:00,2020-04-01 00:00:00+00:00,53.48749710341631,-0.9978170955882322,-304.8,40.66488647460938,-73.73956298828125,152.4
QTR8150,,06a080,A7-BFB,B77L,EBLG,OTHH,2020-03-31 20:05:26+00:00,2020-04-01 01:55:47+00:00,2020-04-01 00:00:00+00:00,50.63456726074219,5.430335998535156,0.0,25.27571868896484,51.614774068196624,
UPS2932,5X2932,a42f8b,N369UP,,,KRIR,2020-03-31 20:05:57+00:00,2020-04-01 00:23:21+00:00,2020-04-01 00:00:00+00:00,34.22055001986229,-81.85157775878906,6705.6,34.05496215820312,-117.47921690648909,784.86
LCO1103,,e80241,CC-CZZ,B763,KMIA,,2020-03-31 20:06:18+00:00,2020-04-01 01:04:48+00:00,2020-04-01 00:00:00+00:00,25.78482055664062,-80.39133707682292,914.4,-12.9368203373279,-76.78759123149672,10066.02
CSN483,,780aeb,B-2041,B77L,,EGSS,2020-03-31 20:06:52+00:00,2020-04-01 06:51:09+00:00,2020-04-01 00:00:00+00:00,27.37564086914062,106.45907420032428,8229.6,51.89797094312765,0.2542550223214286,38.1
SWA518,,a27aee,N259WN,B737,KBWI,KBWI,2020-03-31 20:07:04+00:00,2020-04-01 01:07:43+00:00,2020-04-01 00:00:00+00:00,39.15596008300781,-76.6548952849015,304.8,39.175849526615465,-76.70880126953125,160.02
UAL1712,,a1d8fd,N218UA,B772,KSFO,KIAD,2020-03-31 20:07:48+00:00,2020-04-01 00:21:49+00:00,2020-04-01 00:00:00+00:00,37.61741638183594,-122.3736702127659,-304.8,38.941795349121094,-77.43619338325834,114.3
SWA1863,WN1863,abe80e,N8664J,B738,KATL,KOAK,2020-03-31 20:07:52+00:00,2020-04-01 01:12:28+00:00,2020-04-01 00:00:00+00:00,33.64688679323358,-84.43645477294922,304.8,37.70603942871094,-122.2212056910738,-60.96
N4182T,,a4f488,,,,KMYF,2020-03-31 20:08:04+00:00,2020-04-01 00:39:09+00:00,2020-04-01 00:00:00+00:00,34.967434123411024,-111.8851089477539,2438.4,32.815292358398445,-117.1373291015625,91.44
UPS2950,5X2950,a2daf0,N283UP,MD11,KSDF,KOAK,2020-03-31 20:08:04+00:00,2020-04-01 00:22:12+00:00,2020-04-01 00:00:00+00:00,38.19877624511719,-85.75284917303856,304.8,37.70530700683594,-122.22003693276258,-53.34
JAL8156,,86759a,JA708J,B772,WSSS,RJTT,2020-03-31 20:08:06+00:00,2020-04-01 02:13:34+00:00,2020-04-01 00:00:00+00:00,1.378597970736229,104.00520061624461,304.8,35.47750699318061,139.82743932845742,434.34
AAL519,,ad5c33,N960AN,B738,KBNA,KLAX,2020-03-31 20:08:38+00:00,2020-04-01 00:33:57+00:00,2020-04-01 00:00:00+00:00,36.1369194418697,-86.67885638297872,0.0,33.93825724973517,-118.37430953979491,76.2
ASA413,AS413,a81bd0,N621VA,A320,KPIT,KSEA,2020-03-31 20:08:45+00:00,2020-04-01 00:54:18+00:00,2020-04-01 00:00:00+00:00,40.54449462890625,-80.2022705078125,1524.0,47.45791625976562,-122.31800079345699,83.82000000000002
UPS2900,5X2900,a3918f,N329UP,B763,KSDF,KLAX,2020-03-31 20:09:11+00:00,2020-04-01 00:14:29+00:00,2020-04-01 00:00:00+00:00,38.19113004005561,-85.75079876443613,304.8,33.93795776367188,-118.37684475645729,68.58
AAL1769,,ad8cec,N972UY,A321,KFLL,KSAN,2020-03-31 20:09:14+00:00,2020-04-01 04:18:50+00:00,2020-04-01 00:00:00+00:00,26.08154296875,-80.18081078162561,304.8,32.727526648569906,-117.1648173429528,106.68
ALK504,UL504,770591,4R-ALQ,A333,EGLL,VCBI,2020-03-31 20:09:15+00:00,2020-04-01 06:22:36+00:00,2020-04-01 00:00:00+00:00,51.46485900878906,-0.4499940614442721,-304.8,7.2391204833984375,79.92809748245497,365.76
FDX17,,ac54b1,N894FD,,,KSEA,2020-03-31 20:09:20+00:00,2020-04-01 00:23:07+00:00,2020-04-01 00:00:00+00:00,35.15817260742188,-90.42443100286987,4267.2,47.46528625488281,-122.30776977539058,121.92
CKS232,,aa7468,N773CK,,KLAX,YSSY,2020-03-31 20:09:33+00:00,2020-04-01 09:58:48+00:00,2020-04-01 00:00:00+00:00,33.933792114257805,-118.4172587492028,0.0,-33.988394009864976,151.18692398071292,114.3
SVR012,,4242f6,VP-BJV,A319,UUDD,UUDD,2020-03-31 20:09:41+00:00,2020-04-01 04:42:11+00:00,2020-04-01 00:00:00+00:00,55.41499328613281,37.87948608398438,0.0,55.38844299316406,37.9113141228171,251.46
JBU516,B6516,adc5ff,N987JT,A321,KSFO,KJFK,2020-03-31 20:09:54+00:00,2020-04-01 00:55:24+00:00,2020-04-01 00:00:00+00:00,37.6179788880429,-122.3733653192935,-304.8,40.605329093286535,-73.78598993474787,144.78
ABW209,,4240e6,VP-BIK,B744,,EBLG,2020-03-31 20:09:57+00:00,2020-04-01 02:53:56+00:00,2020-04-01 00:00:00+00:00,56.3386820130429,88.5468864440918,9753.6,50.63682174682617,5.432666979337992,99.06
XOJ780,,aa929c,N780XJ,C750,KTEB,KSAN,2020-03-31 20:10:19+00:00,2020-04-01 01:16:57+00:00,2020-04-01 00:00:00+00:00,40.86094665527344,-74.05859375,0.0,32.728131827661535,-117.1671715561224,91.44
N608WM,,a7e6f7,N608WM,EC35,09CO,KPVU,2020-03-31 20:10:55+00:00,2020-04-01 01:04:23+00:00,2020-04-01 00:00:00+00:00,38.17098999023438,-103.6719594103225,1828.8,40.22236633300781,-111.66351318359379,1722.12
SHE32G,,4243bc,VQ-BXG,FA8X,CYYC,EHRD,2020-03-31 20:10:58+00:00,2020-04-01 03:57:08+00:00,2020-04-01 00:00:00+00:00,51.11431057170286,-114.02114868164058,1219.2,51.95306396484375,4.430618286132812,-91.44
UPS2374,5X2374,a39b56,N331UP,B763,KSDF,KPDX,2020-03-31 20:11:20+00:00,2020-04-01 00:40:58+00:00,2020-04-01 00:00:00+00:00,38.18893432617188,-85.74975196351397,304.8,45.57000732421875,-122.5571125309642,106.68
QTR8RF,,06a104,A7-ALP,A359,EGLL,OTHH,2020-03-31 20:11:28+00:00,2020-04-01 02:09:06+00:00,2020-04-01 00:00:00+00:00,51.46490478515625,-0.4457628404771867,-304.8,25.26040649414062,51.60319010416667,-15.24
CKK222,CK222,7805dc,B-2076,B77L,KLAX,,2020-03-31 20:12:11+00:00,2020-04-01 08:30:55+00:00,2020-04-01 00:00:00+00:00,33.93439341399629,-118.41184616088871,0.0,33.154220581054695,129.57225952148443,8534.4
DAL592,DL592,a968df,N705TW,B752,KSFO,KJFK,2020-03-31 20:12:55+00:00,2020-04-01 00:49:29+00:00,2020-04-01 00:00:00+00:00,37.61842346191406,-122.37302739569479,-304.8,40.59718245166843,-73.79241943359375,213.36
LPE2503,LP2503,e8045c,,,SPJC,KMIA,2020-03-31 20:14:03+00:00,2020-04-01 01:25:59+00:00,2020-04-01 00:00:00+00:00,-12.04106140136719,-77.1050341375943,304.8,25.78733825683594,-80.168711344401,548.64
CAL073,,89912e,,,,EHAM,2020-03-31 20:14:12+00:00,2020-04-01 05:29:46+00:00,2020-04-01 00:00:00+00:00,51.62200927734375,132.6386075406461,11582.4,52.312064736576396,4.776404244559152,
ACA119,AC119,c01049,C-FGEI,B789,CYYZ,CYVR,2020-03-31 20:14:18+00:00,2020-04-01 00:27:56+00:00,2020-04-01 00:00:00+00:00,43.68003845214844,-79.59607501362645,0.0,49.1912841796875,-123.0793280350535,320.04
NKS2325,,a94236,N696NK,,TJIG,KBOS,2020-03-31 20:15:24+00:00,2020-04-01 00:19:13+00:00,2020-04-01 00:00:00+00:00,18.535006248344807,-66.04421164772725,1524.0,42.34529113769531,-71.01475108753552,53.34
QTR8141,,06a141,A7-BFH,B77L,EHAM,KORD,2020-03-31 20:15:25+00:00,2020-04-01 04:22:27+00:00,2020-04-01 00:00:00+00:00,52.29607772827148,4.753799438476562,-304.8,41.96898379568326,-87.94300168059591,228.6
OOSXX,,44cf18,,,,EBAW,2020-03-31 20:15:54+00:00,2020-04-01 06:46:38+00:00,2020-04-01 00:00:00+00:00,26.885009765625,-79.95595680092866,5486.4000000000015,51.19540456998146,4.439239501953125,-7.62
SWA453,,ad0562,N938WN,B737,KMDW,KOAK,2020-03-31 20:16:58+00:00,2020-04-01 00:35:16+00:00,2020-04-01 00:00:00+00:00,41.784823142876064,-87.75214616642437,0.0,37.70425415039062,-122.2184591090425,-60.96
SKW5692,OO5692,ad0506,N938SW,CRJ2,KSFO,CO12,2020-03-31 20:17:33+00:00,2020-04-01 00:12:29+00:00,2020-04-01 00:00:00+00:00,37.62153625488281,-122.3709820686502,-304.8,39.95955645027807,-104.68697287819599,2011.68
JBU19,B619,ad6bdc,N964JT,A321,KBOS,KSAN,2020-03-31 20:18:10+00:00,2020-04-01 02:16:55+00:00,2020-04-01 00:00:00+00:00,42.36002259335275,-70.98828692768895,0.0,32.730148315429695,-117.17578125,45.72
CSN5234,CZ5234,7804c6,B-2071,B77L,KLAX,,2020-03-31 20:18:20+00:00,2020-04-01 11:23:59+00:00,2020-04-01 00:00:00+00:00,33.936447143554695,-118.412606375558,0.0,23.65251159667969,113.4385172526042,3116.58
FDX1,FX1,ac5c1f,N896FD,,EGSS,,2020-03-31 20:18:40+00:00,2020-04-01 04:19:46+00:00,2020-04-01 00:00:00+00:00,51.89584350585938,0.2510833740234375,0.0,36.20758573887711,-88.79354923329457,9067.8
FDX3713,FX3713,a075a3,N129FE,B763,,KSAN,2020-03-31 20:19:18+00:00,2020-04-01 00:14:13+00:00,2020-04-01 00:00:00+00:00,39.7762802899894,-86.3404541015625,2133.6,32.72934218584481,-117.1721602459343,76.2
FDX700,FX700,a0dd44,N155FE,,,KSFO,2020-03-31 20:21:13+00:00,2020-04-01 00:17:57+00:00,2020-04-01 00:00:00+00:00,35.157879328323624,-90.42091369628906,4572.0,37.615884037341104,-122.3627969493037,-60.96
